source_species	input_gene	normalized_gene	human_ensembl	human_symbol	status	reason	updated_at
mouse	P2ry12	P2ry12	ENSG00000169313	P2RY12	mapped		2026-05-26T15:04:43+00:00
mouse	P2ry2	P2ry2	ENSG00000175591	P2RY2	mapped		2026-05-26T15:04:45+00:00
mouse	P2ry4	P2ry4	ENSG00000186912	P2RY4	mapped		2026-05-26T15:04:48+00:00
mouse	Pabpc1	Pabpc1			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:04:51+00:00
mouse	Pacsin2	Pacsin2	ENSG00000100266	PACSIN2	mapped		2026-05-26T15:04:54+00:00
mouse	Pak2	Pak2	ENSG00000180370	PAK2	mapped		2026-05-26T15:04:57+00:00
mouse	Pak3	Pak3	ENSG00000077264	PAK3	mapped		2026-05-26T15:05:00+00:00
mouse	Pak4	Pak4	ENSG00000130669	PAK4	mapped		2026-05-26T15:05:03+00:00
mouse	Pak7	Pak7			unmapped	ensembl_request_failed:HTTPError	2026-05-26T15:05:04+00:00
mouse	Palmd	Palmd	ENSG00000099260	PALMD	mapped		2026-05-26T15:05:07+00:00
mouse	Pam	Pam	ENSG00000145730	PAM	mapped		2026-05-26T15:05:11+00:00
mouse	Pappa	Pappa	ENSG00000182752	PAPPA	mapped		2026-05-26T15:05:14+00:00
mouse	Paqr5	Paqr5	ENSG00000137819	PAQR5	mapped		2026-05-26T15:05:17+00:00
mouse	Parm1	Parm1	ENSG00000169116	PARM1	mapped		2026-05-26T15:05:20+00:00
mouse	Parn	Parn	ENSG00000140694	PARN	mapped		2026-05-26T15:05:24+00:00
mouse	Parvb	Parvb	ENSG00000188677	PARVB	mapped		2026-05-26T15:05:27+00:00
mouse	Pax5	Pax5	ENSG00000196092	PAX5	mapped		2026-05-26T15:05:30+00:00
mouse	Pax6	Pax6	ENSG00000007372	PAX6	mapped		2026-05-26T15:05:33+00:00
mouse	Pax7	Pax7	ENSG00000009709	PAX7	mapped		2026-05-26T15:05:36+00:00
mouse	Pax8	Pax8	ENSG00000125618	PAX8	mapped		2026-05-26T15:05:39+00:00
mouse	Pbk	Pbk	ENSG00000168078	PBK	mapped		2026-05-26T15:05:42+00:00
mouse	Pcbp2	Pcbp2	ENSG00000197111	PCBP2	mapped		2026-05-26T15:05:45+00:00
mouse	Pcdh10	Pcdh10	ENSG00000138650	PCDH10	mapped		2026-05-26T15:05:48+00:00
mouse	Pcdh11x	Pcdh11x			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:05:51+00:00
mouse	Pcdh15	Pcdh15	ENSG00000150275	PCDH15	mapped		2026-05-26T15:05:56+00:00
mouse	Pcdh17	Pcdh17	ENSG00000118946	PCDH17	mapped		2026-05-26T15:06:00+00:00
mouse	Pcdh18	Pcdh18	ENSG00000189184	PCDH18	mapped		2026-05-26T15:06:03+00:00
mouse	Pcdh8	Pcdh8	ENSG00000136099	PCDH8	mapped		2026-05-26T15:06:06+00:00
mouse	Pcdh9	Pcdh9	ENSG00000184226	PCDH9	mapped		2026-05-26T15:06:09+00:00
mouse	Pced1b	Pced1b	ENSG00000179715	PCED1B	mapped		2026-05-26T15:06:12+00:00
mouse	Pcna	Pcna	ENSG00000132646	PCNA	mapped		2026-05-26T15:06:16+00:00
mouse	Pcsk1	Pcsk1	ENSG00000175426	PCSK1	mapped		2026-05-26T15:06:19+00:00
mouse	Pcsk1n	Pcsk1n	ENSG00000102109	PCSK1N	mapped		2026-05-26T15:06:22+00:00
mouse	Pdcd4	Pdcd4	ENSG00000150593	PDCD4	mapped		2026-05-26T15:06:25+00:00
mouse	Pde11a	Pde11a	ENSG00000128655	PDE11A	mapped		2026-05-26T15:06:28+00:00
mouse	Pde1a	Pde1a	ENSG00000115252	PDE1A	mapped		2026-05-26T15:06:32+00:00
mouse	Pde1c	Pde1c	ENSG00000154678	PDE1C	mapped		2026-05-26T15:06:35+00:00
mouse	Pde3a	Pde3a	ENSG00000172572	PDE3A	mapped		2026-05-26T15:06:38+00:00
mouse	Pde4a	Pde4a	ENSG00000065989	PDE4A	mapped		2026-05-26T15:06:41+00:00
mouse	Pde5a	Pde5a	ENSG00000138735	PDE5A	mapped		2026-05-26T15:06:45+00:00
mouse	Pde6g	Pde6g	ENSG00000185527	PDE6G	mapped		2026-05-26T15:06:48+00:00
mouse	Pdgfa	Pdgfa	ENSG00000197461	PDGFA	mapped		2026-05-26T15:06:51+00:00
mouse	Pdgfra	Pdgfra	ENSG00000134853	PDGFRA	mapped		2026-05-26T15:06:54+00:00
mouse	Pdgfrb	Pdgfrb	ENSG00000113721	PDGFRB	mapped		2026-05-26T15:06:57+00:00
mouse	Pdia5	Pdia5	ENSG00000065485	PDIA5	mapped		2026-05-26T15:07:00+00:00
mouse	Pdlim1	Pdlim1	ENSG00000107438	PDLIM1	mapped		2026-05-26T15:07:04+00:00
mouse	Pdlim4	Pdlim4	ENSG00000131435	PDLIM4	mapped		2026-05-26T15:07:07+00:00
mouse	Pdlim5	Pdlim5	ENSG00000163110	PDLIM5	mapped		2026-05-26T15:07:10+00:00
mouse	Pdyn	Pdyn	ENSG00000101327	PDYN	mapped		2026-05-26T15:07:26+00:00
mouse	Peg10	Peg10			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:07:29+00:00
mouse	Penk	Penk	ENSG00000181195	PENK	mapped		2026-05-26T15:07:32+00:00
mouse	Per1	Per1	ENSG00000179094	PER1	mapped		2026-05-26T15:07:35+00:00
mouse	Pfkp	Pfkp	ENSG00000067057	PFKP	mapped		2026-05-26T15:07:38+00:00
mouse	Pfn1	Pfn1	ENSG00000108518	PFN1	mapped		2026-05-26T15:07:41+00:00
mouse	Pgam2	Pgam2	ENSG00000164708	PGAM2	mapped		2026-05-26T15:07:44+00:00
mouse	Pgap1	Pgap1	ENSG00000197121	PGAP1	mapped		2026-05-26T15:07:47+00:00
mouse	Pglyrp1	Pglyrp1	ENSG00000008438	PGLYRP1	mapped		2026-05-26T15:07:51+00:00
mouse	Pgr15l	Pgr15l			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:07:53+00:00
mouse	Phb2	Phb2	ENSG00000215021	PHB2	mapped		2026-05-26T15:07:56+00:00
mouse	Phldb1	Phldb1	ENSG00000019144	PHLDB1	mapped		2026-05-26T15:08:00+00:00
mouse	Phox2b	Phox2b	ENSG00000109132	PHOX2B	mapped		2026-05-26T15:08:03+00:00
mouse	Pi16	Pi16	ENSG00000164530	PI16	mapped		2026-05-26T15:08:06+00:00
mouse	Picalm	Picalm	ENSG00000073921	PICALM	mapped		2026-05-26T15:08:09+00:00
mouse	Pick1	Pick1	ENSG00000100151	PICK1	mapped		2026-05-26T15:08:12+00:00
mouse	Piezo2	Piezo2	ENSG00000154864	PIEZO2	mapped		2026-05-26T15:08:15+00:00
mouse	Pik3ca	Pik3ca	ENSG00000121879	PIK3CA	mapped		2026-05-26T15:08:19+00:00
mouse	Pik3ip1	Pik3ip1	ENSG00000100100	PIK3IP1	mapped		2026-05-26T15:08:22+00:00
mouse	Pim1	Pim1	ENSG00000137193	PIM1	mapped		2026-05-26T15:08:25+00:00
mouse	Pitx2	Pitx2	ENSG00000164093	PITX2	mapped		2026-05-26T15:08:28+00:00
mouse	Pkd2l1	Pkd2l1	ENSG00000107593	PKD2L1	mapped		2026-05-26T15:08:31+00:00
mouse	Pla2g4a	Pla2g4a	ENSG00000116711	PLA2G4A	mapped		2026-05-26T15:08:35+00:00
mouse	Pla2g5	Pla2g5	ENSG00000127472	PLA2G5	mapped		2026-05-26T15:08:38+00:00
mouse	Plagl1	Plagl1	ENSG00000118495	PLAGL1	mapped		2026-05-26T15:08:41+00:00
mouse	Plat	Plat	ENSG00000104368	PLAT	mapped		2026-05-26T15:08:46+00:00
mouse	Plbd1	Plbd1	ENSG00000121316	PLBD1	mapped		2026-05-26T15:08:48+00:00
mouse	Plcb4	Plcb4	ENSG00000101333	PLCB4	mapped		2026-05-26T15:08:52+00:00
mouse	Plce1	Plce1	ENSG00000138193	PLCE1	mapped		2026-05-26T15:08:56+00:00
mouse	Plcg1	Plcg1	ENSG00000124181	PLCG1	mapped		2026-05-26T15:08:59+00:00
mouse	Plch1	Plch1	ENSG00000114805	PLCH1	mapped		2026-05-26T15:09:02+00:00
mouse	Plcl1	Plcl1	ENSG00000115896	PLCL1	mapped		2026-05-26T15:09:05+00:00
mouse	Plcxd3	Plcxd3	ENSG00000182836	PLCXD3	mapped		2026-05-26T15:09:08+00:00
mouse	Pld1	Pld1	ENSG00000075651	PLD1	mapped		2026-05-26T15:09:16+00:00
mouse	Pld5	Pld5	ENSG00000180287	PLD5	mapped		2026-05-26T15:09:19+00:00
mouse	Plekhb1	Plekhb1	ENSG00000021300	PLEKHB1	mapped		2026-05-26T15:09:22+00:00
mouse	Plekhg3	Plekhg3	ENSG00000126822	PLEKHG3	mapped		2026-05-26T15:09:25+00:00
mouse	Plekho1	Plekho1	ENSG00000023902	PLEKHO1	mapped		2026-05-26T15:09:28+00:00
mouse	Plekho2	Plekho2	ENSG00000241839	PLEKHO2	mapped		2026-05-26T15:09:30+00:00
mouse	Plg	Plg	ENSG00000122194	PLG	mapped		2026-05-26T15:09:34+00:00
mouse	Plin4	Plin4	ENSG00000167676	PLIN4	mapped		2026-05-26T15:09:37+00:00
mouse	Plp1	Plp1	ENSG00000123560	PLP1	mapped		2026-05-26T15:09:40+00:00
mouse	Pls3	Pls3	ENSG00000102024	PLS3	mapped		2026-05-26T15:09:43+00:00
mouse	Plscr4	Plscr4	ENSG00000114698	PLSCR4	mapped		2026-05-26T15:09:47+00:00
mouse	Pltp	Pltp	ENSG00000100979	PLTP	mapped		2026-05-26T15:09:50+00:00
mouse	Plxnb1	Plxnb1	ENSG00000164050	PLXNB1	mapped		2026-05-26T15:09:53+00:00
mouse	Plxnb3	Plxnb3	ENSG00000198753	PLXNB3	mapped		2026-05-26T15:09:56+00:00
mouse	Plxnc1	Plxnc1	ENSG00000136040	PLXNC1	mapped		2026-05-26T15:09:58+00:00
mouse	Plxnd1	Plxnd1	ENSG00000004399	PLXND1	mapped		2026-05-26T15:10:01+00:00
mouse	Pmaip1	Pmaip1	ENSG00000141682	PMAIP1	mapped		2026-05-26T15:10:04+00:00
mouse	Pnkd	Pnkd	ENSG00000127838	PNKD	mapped		2026-05-26T15:10:07+00:00
mouse	Pnoc	Pnoc	ENSG00000168081	PNOC	mapped		2026-05-26T15:10:10+00:00
mouse	Polr2f	Polr2f	ENSG00000100142	POLR2F	mapped		2026-05-26T15:10:13+00:00
mouse	Postn	Postn	ENSG00000133110	POSTN	mapped		2026-05-26T15:10:17+00:00
mouse	Pou3f1	Pou3f1	ENSG00000185668	POU3F1	mapped		2026-05-26T15:10:20+00:00
mouse	Pou3f2	Pou3f2	ENSG00000184486	POU3F2	mapped		2026-05-26T15:10:23+00:00
mouse	Pou4f1	Pou4f1	ENSG00000152192	POU4F1	mapped		2026-05-26T15:10:26+00:00
mouse	Pou4f3	Pou4f3	ENSG00000091010	POU4F3	mapped		2026-05-26T15:10:29+00:00
mouse	Ppfia1	Ppfia1	ENSG00000131626	PPFIA1	mapped		2026-05-26T15:10:32+00:00
mouse	Ppfia3	Ppfia3	ENSG00000177380	PPFIA3	mapped		2026-05-26T15:10:35+00:00
mouse	Ppfia4	Ppfia4	ENSG00000143847	PPFIA4	mapped		2026-05-26T15:10:38+00:00
mouse	Ppfibp2	Ppfibp2	ENSG00000166387	PPFIBP2	mapped		2026-05-26T15:10:45+00:00
mouse	Ppm1h	Ppm1h	ENSG00000111110	PPM1H	mapped		2026-05-26T15:10:48+00:00
mouse	Ppp1r14a	Ppp1r14a	ENSG00000167641	PPP1R14A	mapped		2026-05-26T15:10:52+00:00
mouse	Ppp1r15a	Ppp1r15a	ENSG00000087074	PPP1R15A	mapped		2026-05-26T15:10:56+00:00
mouse	Ppp1r17	Ppp1r17	ENSG00000106341	PPP1R17	mapped		2026-05-26T15:10:59+00:00
mouse	Ppp1r1b	Ppp1r1b	ENSG00000131771	PPP1R1B	mapped		2026-05-26T15:11:02+00:00
mouse	Ppp1r3g	Ppp1r3g	ENSG00000219607	PPP1R3G	mapped		2026-05-26T15:11:05+00:00
mouse	Ppp1r9b	Ppp1r9b	ENSG00000108819	PPP1R9B	mapped		2026-05-26T15:11:09+00:00
mouse	Ppp2r1b	Ppp2r1b	ENSG00000137713	PPP2R1B	mapped		2026-05-26T15:11:12+00:00
mouse	Ppp2r2a	Ppp2r2a	ENSG00000221914	PPP2R2A	mapped		2026-05-26T15:11:15+00:00
mouse	Ppp3cc	Ppp3cc	ENSG00000120910	PPP3CC	mapped		2026-05-26T15:11:19+00:00
mouse	Prdm1	Prdm1	ENSG00000057657	PRDM1	mapped		2026-05-26T15:11:22+00:00
mouse	Prdm12	Prdm12	ENSG00000130711	PRDM12	mapped		2026-05-26T15:11:26+00:00
mouse	Prdm5	Prdm5	ENSG00000138738	PRDM5	mapped		2026-05-26T15:11:29+00:00
mouse	Prelp	Prelp	ENSG00000188783	PRELP	mapped		2026-05-26T15:11:33+00:00
mouse	Prex2	Prex2	ENSG00000046889	PREX2	mapped		2026-05-26T15:11:36+00:00
mouse	Prim1	Prim1	ENSG00000198056	PRIM1	mapped		2026-05-26T15:11:40+00:00
mouse	Prkab2	Prkab2	ENSG00000131791	PRKAB2	mapped		2026-05-26T15:11:43+00:00
mouse	Prkca	Prkca	ENSG00000154229	PRKCA	mapped		2026-05-26T15:11:47+00:00
mouse	Prkcb	Prkcb	ENSG00000166501	PRKCB	mapped		2026-05-26T15:11:50+00:00
mouse	Prkcd	Prkcd	ENSG00000163932	PRKCD	mapped		2026-05-26T15:11:53+00:00
mouse	Prkx	Prkx	ENSG00000183943	PRKX	mapped		2026-05-26T15:11:57+00:00
mouse	Procr	Procr	ENSG00000101000	PROCR	mapped		2026-05-26T15:12:00+00:00
mouse	Prok2	Prok2	ENSG00000163421	PROK2	mapped		2026-05-26T15:12:03+00:00
mouse	Prom1	Prom1	ENSG00000007062	PROM1	mapped		2026-05-26T15:12:07+00:00
mouse	Pros1	Pros1	ENSG00000184500	PROS1	mapped		2026-05-26T15:12:10+00:00
mouse	Prox1	Prox1	ENSG00000117707	PROX1	mapped		2026-05-26T15:12:13+00:00
mouse	Prph	Prph	ENSG00000135406	PRPH	mapped		2026-05-26T15:12:17+00:00
mouse	Prr16	Prr16	ENSG00000184838	PRR16	mapped		2026-05-26T15:12:21+00:00
mouse	Prr5l	Prr5l	ENSG00000135362	PRR5L	mapped		2026-05-26T15:12:24+00:00
mouse	Prrg1	Prrg1	ENSG00000130962	PRRG1	mapped		2026-05-26T15:12:27+00:00
mouse	Prss22	Prss22	ENSG00000005001	PRSS22	mapped		2026-05-26T15:12:31+00:00
mouse	Prss23	Prss23	ENSG00000150687	PRSS23	mapped		2026-05-26T15:12:34+00:00
mouse	Prune2	Prune2	ENSG00000106772	PRUNE2	mapped		2026-05-26T15:12:38+00:00
mouse	Prx	Prx	ENSG00000105227	PRX	mapped		2026-05-26T15:12:41+00:00
mouse	Psat1	Psat1	ENSG00000135069	PSAT1	mapped		2026-05-26T15:12:44+00:00
mouse	Psd	Psd	ENSG00000059915	PSD	mapped		2026-05-26T15:12:48+00:00
mouse	Psd2	Psd2	ENSG00000146005	PSD2	mapped		2026-05-26T15:12:51+00:00
mouse	Psen1	Psen1	ENSG00000080815	PSEN1	mapped		2026-05-26T15:12:54+00:00
mouse	Psmb8	Psmb8	ENSG00000204264	PSMB8	mapped		2026-05-26T15:12:57+00:00
mouse	Psmb9	Psmb9	ENSG00000240065	PSMB9	mapped		2026-05-26T15:13:01+00:00
mouse	Psrc1	Psrc1	ENSG00000134222	PSRC1	mapped		2026-05-26T15:13:03+00:00
mouse	Pten	Pten			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:13:07+00:00
mouse	Ptgds	Ptgds	ENSG00000107317	PTGDS	mapped		2026-05-26T15:13:10+00:00
mouse	Ptger4	Ptger4	ENSG00000171522	PTGER4	mapped		2026-05-26T15:13:13+00:00
mouse	Ptgfr	Ptgfr	ENSG00000122420	PTGFR	mapped		2026-05-26T15:13:17+00:00
mouse	Ptgs2	Ptgs2	ENSG00000073756	PTGS2	mapped		2026-05-26T15:13:20+00:00
mouse	Pthlh	Pthlh	ENSG00000087494	PTHLH	mapped		2026-05-26T15:13:23+00:00
mouse	Ptma	Ptma	ENSG00000187514	PTMA	mapped		2026-05-26T15:13:26+00:00
mouse	Ptn	Ptn	ENSG00000105894	PTN	mapped		2026-05-26T15:13:30+00:00
mouse	Ptpn3	Ptpn3	ENSG00000070159	PTPN3	mapped		2026-05-26T15:13:33+00:00
mouse	Ptpra	Ptpra	ENSG00000132670	PTPRA	mapped		2026-05-26T15:13:36+00:00
mouse	Ptprd	Ptprd	ENSG00000153707	PTPRD	mapped		2026-05-26T15:13:40+00:00
mouse	Ptprf	Ptprf	ENSG00000142949	PTPRF	mapped		2026-05-26T15:13:44+00:00
mouse	Ptprk	Ptprk	ENSG00000152894	PTPRK	mapped		2026-05-26T15:13:47+00:00
mouse	Ptpro	Ptpro	ENSG00000151490	PTPRO	mapped		2026-05-26T15:13:50+00:00
mouse	Ptprz1	Ptprz1	ENSG00000106278	PTPRZ1	mapped		2026-05-26T15:13:54+00:00
mouse	Ptx3	Ptx3	ENSG00000163661	PTX3	mapped		2026-05-26T15:13:57+00:00
mouse	Pum1	Pum1	ENSG00000134644	PUM1	mapped		2026-05-26T15:14:01+00:00
mouse	Pum2	Pum2	ENSG00000055917	PUM2	mapped		2026-05-26T15:14:04+00:00
mouse	Pvalb	Pvalb	ENSG00000100362	PVALB	mapped		2026-05-26T15:14:07+00:00
mouse	Qdpr	Qdpr	ENSG00000151552	QDPR	mapped		2026-05-26T15:14:11+00:00
mouse	Qrfpr	Qrfpr			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:14:14+00:00
mouse	Rab10	Rab10	ENSG00000084733	RAB10	mapped		2026-05-26T15:14:17+00:00
mouse	Rab11a	Rab11a	ENSG00000103769	RAB11A	mapped		2026-05-26T15:14:20+00:00
mouse	Rab18	Rab18	ENSG00000099246	RAB18	mapped		2026-05-26T15:14:24+00:00
mouse	Rab1b	Rab1b	ENSG00000174903	RAB1B	mapped		2026-05-26T15:14:27+00:00
mouse	Rab21	Rab21	ENSG00000080371	RAB21	mapped		2026-05-26T15:14:31+00:00
mouse	Rab27b	Rab27b	ENSG00000041353	RAB27B	mapped		2026-05-26T15:14:35+00:00
mouse	Rab33b	Rab33b	ENSG00000172007	RAB33B	mapped		2026-05-26T15:14:38+00:00
mouse	Rab3c	Rab3c	ENSG00000152932	RAB3C	mapped		2026-05-26T15:14:40+00:00
mouse	Rab4a	Rab4a	ENSG00000168118	RAB4A	mapped		2026-05-26T15:14:43+00:00
mouse	Rab4b	Rab4b	ENSG00000167578	RAB4B	mapped		2026-05-26T15:14:46+00:00
mouse	Rab5a	Rab5a	ENSG00000144566	RAB5A	mapped		2026-05-26T15:14:50+00:00
mouse	Rab5b	Rab5b	ENSG00000111540	RAB5B	mapped		2026-05-26T15:14:53+00:00
mouse	Rab5c	Rab5c	ENSG00000108774	RAB5C	mapped		2026-05-26T15:14:56+00:00
mouse	Rab6a	Rab6a	ENSG00000175582	RAB6A	mapped		2026-05-26T15:14:59+00:00
mouse	Rab8b	Rab8b	ENSG00000166128	RAB8B	mapped		2026-05-26T15:15:03+00:00
mouse	Rac1	Rac1	ENSG00000136238	RAC1	mapped		2026-05-26T15:15:06+00:00
mouse	Ran	Ran	ENSG00000132341	RAN	mapped		2026-05-26T15:15:09+00:00
mouse	Ranbp3l	Ranbp3l	ENSG00000164188	RANBP3L	mapped		2026-05-26T15:15:12+00:00
mouse	Rap1a	Rap1a	ENSG00000116473	RAP1A	mapped		2026-05-26T15:15:15+00:00
mouse	Rapgef4	Rapgef4	ENSG00000091428	RAPGEF4	mapped		2026-05-26T15:15:19+00:00
mouse	Raph1	Raph1	ENSG00000173166	RAPH1	mapped		2026-05-26T15:15:22+00:00
mouse	Rapsn	Rapsn	ENSG00000165917	RAPSN	mapped		2026-05-26T15:15:25+00:00
mouse	Rarres2	Rarres2	ENSG00000106538	RARRES2	mapped		2026-05-26T15:15:28+00:00
mouse	Rasgef1b	Rasgef1b	ENSG00000138670	RASGEF1B	mapped		2026-05-26T15:15:31+00:00
mouse	Rasgrp1	Rasgrp1	ENSG00000172575	RASGRP1	mapped		2026-05-26T15:15:35+00:00
mouse	Rasip1	Rasip1	ENSG00000105538	RASIP1	mapped		2026-05-26T15:15:38+00:00
mouse	Rb1cc1	Rb1cc1	ENSG00000023287	RB1CC1	mapped		2026-05-26T15:15:41+00:00
mouse	Rbfox1	Rbfox1	ENSG00000078328	RBFOX1	mapped		2026-05-26T15:15:44+00:00
mouse	Rbms1	Rbms1	ENSG00000153250	RBMS1	mapped		2026-05-26T15:15:47+00:00
mouse	Rcan2	Rcan2	ENSG00000172348	RCAN2	mapped		2026-05-26T15:15:50+00:00
mouse	Rel	Rel	ENSG00000162924	REL	mapped		2026-05-26T15:15:54+00:00
mouse	Rela	Rela	ENSG00000173039	RELA	mapped		2026-05-26T15:15:57+00:00
mouse	Rell1	Rell1	ENSG00000181826	RELL1	mapped		2026-05-26T15:16:00+00:00
mouse	Reln	Reln	ENSG00000189056	RELN	mapped		2026-05-26T15:16:04+00:00
mouse	Rerg	Rerg	ENSG00000134533	RERG	mapped		2026-05-26T15:16:07+00:00
mouse	Resp18	Resp18	ENSG00000182698	RESP18	mapped		2026-05-26T15:16:10+00:00
mouse	Ret	Ret	ENSG00000165731	RET	mapped		2026-05-26T15:16:14+00:00
mouse	Retn	Retn	ENSG00000104918	RETN	mapped		2026-05-26T15:16:17+00:00
mouse	Rgcc	Rgcc	ENSG00000102760	RGCC	mapped		2026-05-26T15:16:22+00:00
mouse	Rgs12	Rgs12	ENSG00000159788	RGS12	mapped		2026-05-26T15:16:25+00:00
mouse	Rgs14	Rgs14	ENSG00000169220	RGS14	mapped		2026-05-26T15:16:28+00:00
mouse	Rgs16	Rgs16	ENSG00000143333	RGS16	mapped		2026-05-26T15:16:31+00:00
mouse	Rgs2	Rgs2	ENSG00000116741	RGS2	mapped		2026-05-26T15:16:34+00:00
mouse	Rgs20	Rgs20	ENSG00000147509	RGS20	mapped		2026-05-26T15:16:38+00:00
mouse	Rgs4	Rgs4	ENSG00000117152	RGS4	mapped		2026-05-26T15:16:41+00:00
mouse	Rgs5	Rgs5	ENSG00000143248	RGS5	mapped		2026-05-26T15:16:44+00:00
mouse	Rgs6	Rgs6	ENSG00000182732	RGS6	mapped		2026-05-26T15:16:49+00:00
mouse	Rgs8	Rgs8	ENSG00000135824	RGS8	mapped		2026-05-26T15:16:52+00:00
mouse	Rhbdl2	Rhbdl2	ENSG00000158315	RHBDL2	mapped		2026-05-26T15:16:55+00:00
mouse	Rheb	Rheb	ENSG00000106615	RHEB	mapped		2026-05-26T15:16:58+00:00
mouse	Rhoc	Rhoc	ENSG00000155366	RHOC	mapped		2026-05-26T15:17:01+00:00
mouse	Rhoj	Rhoj	ENSG00000126785	RHOJ	mapped		2026-05-26T15:17:04+00:00
mouse	Rimbp2	Rimbp2	ENSG00000060709	RIMBP2	mapped		2026-05-26T15:17:07+00:00
mouse	Rimbp3	Rimbp3			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:17:10+00:00
mouse	Rims1	Rims1	ENSG00000079841	RIMS1	mapped		2026-05-26T15:17:13+00:00
mouse	Rims2	Rims2	ENSG00000176406	RIMS2	mapped		2026-05-26T15:17:17+00:00
mouse	Rims4	Rims4	ENSG00000101098	RIMS4	mapped		2026-05-26T15:17:20+00:00
mouse	Ripk2	Ripk2	ENSG00000104312	RIPK2	mapped		2026-05-26T15:17:24+00:00
mouse	Rnase4	Rnase4	ENSG00000258818	RNASE4	mapped		2026-05-26T15:17:27+00:00
mouse	Rnf10	Rnf10	ENSG00000022840	RNF10	mapped		2026-05-26T15:17:30+00:00
mouse	Rnf128	Rnf128	ENSG00000133135	RNF128	mapped		2026-05-26T15:17:33+00:00
mouse	Rnf152	Rnf152	ENSG00000176641	RNF152	mapped		2026-05-26T15:17:37+00:00
mouse	Rnf19a	Rnf19a			unmapped	no_human_one_to_one_ortholog	2026-05-26T15:17:40+00:00
mouse	Robo1	Robo1	ENSG00000169855	ROBO1	mapped		2026-05-26T15:17:43+00:00
mouse	Rock2	Rock2	ENSG00000134318	ROCK2	mapped		2026-05-26T15:17:47+00:00
mouse	Ror2	Ror2	ENSG00000169071	ROR2	mapped		2026-05-26T15:17:50+00:00
mouse	Rora	Rora	ENSG00000069667	RORA	mapped		2026-05-26T15:17:54+00:00
mouse	Rorb	Rorb	ENSG00000198963	RORB	mapped		2026-05-26T15:17:57+00:00
mouse	Rph3a	Rph3a	ENSG00000089169	RPH3A	mapped		2026-05-26T15:18:00+00:00
mouse	Rprm	Rprm	ENSG00000177519	RPRM	mapped		2026-05-26T15:18:03+00:00
mouse	Rrm2	Rrm2	ENSG00000171848	RRM2	mapped		2026-05-26T15:18:07+00:00
mouse	Rsph1	Rsph1	ENSG00000160188	RSPH1	mapped		2026-05-26T15:18:10+00:00
mouse	Rspo1	Rspo1	ENSG00000169218	RSPO1	mapped		2026-05-26T15:18:14+00:00
mouse	Rtn3	Rtn3	ENSG00000133318	RTN3	mapped		2026-05-26T15:18:17+00:00
mouse	Rtp4	Rtp4	ENSG00000136514	RTP4	mapped		2026-05-26T15:18:20+00:00
mouse	Runx1	Runx1	ENSG00000159216	RUNX1	mapped		2026-05-26T15:18:23+00:00
mouse	Runx1t1	Runx1t1	ENSG00000079102	RUNX1T1	mapped		2026-05-26T15:18:26+00:00
mouse	Rxfp1	Rxfp1	ENSG00000171509	RXFP1	mapped		2026-05-26T15:18:30+00:00
mouse	Rxfp2	Rxfp2	ENSG00000133105	RXFP2	mapped		2026-05-26T15:18:33+00:00
mouse	S100a10	S100a10	ENSG00000197747	S100A10	mapped		2026-05-26T15:18:36+00:00
mouse	S100a4	S100a4	ENSG00000196154	S100A4	mapped		2026-05-26T15:18:39+00:00
mouse	S100b	S100b	ENSG00000160307	S100B	mapped		2026-05-26T15:18:42+00:00
mouse	S1pr1	S1pr1	ENSG00000170989	S1PR1	mapped		2026-05-26T15:18:46+00:00
mouse	S1pr3	S1pr3	ENSG00000213694	S1PR3	mapped		2026-05-26T15:18:48+00:00
mouse	Sag	Sag	ENSG00000130561	SAG	mapped		2026-05-26T15:18:51+00:00
mouse	Sall1	Sall1	ENSG00000103449	SALL1	mapped		2026-05-26T15:18:54+00:00
mouse	Sall3	Sall3	ENSG00000256463	SALL3	mapped		2026-05-26T15:18:58+00:00
mouse	Samd3	Samd3	ENSG00000164483	SAMD3	mapped		2026-05-26T15:19:02+00:00
mouse	Samsn1	Samsn1	ENSG00000155307	SAMSN1	mapped		2026-05-26T15:19:05+00:00
mouse	Sapcd2	Sapcd2	ENSG00000186193	SAPCD2	mapped		2026-05-26T15:19:08+00:00
mouse	Satb1	Satb1	ENSG00000182568	SATB1	mapped		2026-05-26T15:19:11+00:00
mouse	Sbno2	Sbno2	ENSG00000064932	SBNO2	mapped		2026-05-26T15:19:15+00:00
mouse	Scamp1	Scamp1	ENSG00000085365	SCAMP1	mapped		2026-05-26T15:19:18+00:00
mouse	Scg3	Scg3	ENSG00000104112	SCG3	mapped		2026-05-26T15:19:21+00:00
mouse	Scgn	Scgn	ENSG00000079689	SCGN	mapped		2026-05-26T15:19:25+00:00
mouse	Scimp	Scimp	ENSG00000161929	SCIMP	mapped		2026-05-26T15:19:28+00:00
mouse	Scml2	Scml2	ENSG00000102098	SCML2	mapped		2026-05-26T15:19:32+00:00
